d w z t
37 39 3 0
37 39 3 0
37 48 3 0
37 31 3 0
37 14 3 0
37 39 3 0
37 48 3 0
37 24 3 0
75 41 7 0
75 40 7 0
75 5 7 0
28 3 0 0
28 11 0 0
28 29 0 0
28 39 0 0
28 24 0 0
28 39 0 0
28 29 0 0
28 11 0 0
28 24 0 0
28 29 0 0
28 24 0 0
28 30 0 0
28 24 0 0
46 28 4 0
46 24 4 0
46 28 4 0
46 49 4 0
46 28 4 0
46 28 4 0
46 24 4 0
46 24 4 0
62 38 8 0
77 16 5 0
77 43 8 1
77 15 8 1
77 13 8 1
77 17 8 1
77 43 8 1
77 15 8 1
77 48 8 1
72 27 8 0
72 44 8 0
6 2 6 0
6 6 6 0
6 13 6 0
6 31 6 0
6 13 6 0
6 26 2 1
6 24 6 0
6 31 2 1
6 31 2 1
6 6 6 0
6 30 6 0
6 24 6 0
102 12 5 0
102 32 4 1
102 9 5 0
65 36 5 0
65 12 5 0
65 15 5 0
65 5 5 0
65 5 5 0
65 36 5 0
65 28 4 1
65 36 5 0
65 27 5 0
59 19 4 0
59 19 4 0
59 24 4 0
59 16 4 0
59 46 4 0
59 19 4 0
59 19 4 0
59 19 4 0
59 19 4 0
59 6 4 0
81 4 5 0
81 16 5 0
81 43 5 0
11 26 2 1
11 20 2 1
11 40 2 1
11 33 2 1
11 29 0 0
11 25 2 1
11 20 2 1
11 32 0 0
11 20 2 1
11 20 2 1
11 33 2 1
11 30 0 0
11 32 2 1
11 31 2 1
11 20 2 1
11 29 0 0
11 20 2 1
11 40 2 1
11 24 0 0
11 34 2 1
11 32 0 0
11 20 2 1
11 29 0 0
11 30 0 0
53 24 6 0
53 41 6 1
53 19 6 0
53 41 6 0
34 17 8 0
34 37 8 0
34 15 8 0
