time iter num.topics num.tables likelihood gamma alpha split merge trial
    4.00 00751 0014 00228 -3973.16716 1.00000 1.00000 0 0 0
    4.00 00752 0012 00229 -3966.81387 1.00000 1.00000 0 0 0
    4.00 00753 0012 00231 -4006.64766 1.00000 1.00000 0 0 0
    4.00 00754 0012 00230 -3966.14390 1.00000 1.00000 0 0 0
    4.00 00755 0013 00227 -3929.44518 1.00000 1.00000 0 0 0
    4.00 00756 0014 00219 -3914.85642 1.00000 1.00000 0 0 0
    4.00 00757 0014 00223 -3882.06002 1.00000 1.00000 0 0 0
    4.00 00758 0013 00221 -3941.49373 1.00000 1.00000 0 0 0
    4.00 00759 0014 00222 -3958.15711 1.00000 1.00000 0 0 0
    4.00 00760 0013 00218 -3914.04277 1.00000 1.00000 0 0 0
    4.00 00761 0016 00222 -3946.12259 1.00000 1.00000 0 0 0
    4.00 00762 0014 00226 -3996.44221 1.00000 1.00000 0 0 0
    4.00 00763 0013 00229 -4018.94001 1.00000 1.00000 0 0 0
    4.00 00764 0013 00219 -4022.48794 1.00000 1.00000 0 0 0
    4.00 00765 0014 00234 -4090.84949 1.00000 1.00000 0 0 0
    4.00 00766 0014 00234 -4043.02239 1.00000 1.00000 0 0 0
    4.00 00767 0014 00225 -3969.00873 1.00000 1.00000 0 0 0
    4.00 00768 0014 00226 -3935.46808 1.00000 1.00000 0 0 0
    4.00 00769 0012 00223 -3959.18278 1.00000 1.00000 0 0 0
    4.00 00770 0013 00227 -4025.82774 1.00000 1.00000 0 0 0
    4.00 00771 0011 00226 -4016.44726 1.00000 1.00000 0 0 0
    4.00 00772 0011 00230 -4055.80621 1.00000 1.00000 0 0 0
    4.00 00773 0011 00236 -4005.37818 1.00000 1.00000 0 0 0
    4.00 00774 0011 00246 -4046.95647 1.00000 1.00000 0 0 0
    4.00 00775 0014 00236 -4061.58068 1.00000 1.00000 0 0 0
    4.00 00776 0014 00252 -4193.30143 1.00000 1.00000 0 0 0
    4.00 00777 0013 00254 -4193.25542 1.00000 1.00000 0 0 0
    4.00 00778 0014 00242 -4170.89490 1.00000 1.00000 0 0 0
    4.00 00779 0015 00230 -4077.63781 1.00000 1.00000 0 0 0
    4.00 00780 0015 00229 -4017.89822 1.00000 1.00000 0 0 0
    4.00 00781 0014 00218 -4025.73370 1.00000 1.00000 0 0 0
    4.00 00782 0013 00232 -4044.88533 1.00000 1.00000 0 0 0
    4.00 00783 0012 00230 -3983.07245 1.00000 1.00000 0 0 0
    4.00 00784 0012 00230 -3967.55934 1.00000 1.00000 0 0 0
    4.00 00785 0012 00231 -4005.92556 1.00000 1.00000 0 0 0
    4.00 00786 0011 00229 -4023.86487 1.00000 1.00000 0 0 0
    4.00 00787 0011 00226 -3992.75679 1.00000 1.00000 0 0 0
    4.00 00788 0013 00227 -4030.21343 1.00000 1.00000 0 0 0
    4.00 00789 0015 00227 -4034.44157 1.00000 1.00000 0 0 0
    4.00 00790 0014 00245 -4107.78065 1.00000 1.00000 0 0 0
    4.00 00791 0013 00233 -4052.25106 1.00000 1.00000 0 0 0
    4.00 00792 0013 00234 -4069.06824 1.00000 1.00000 0 0 0
    4.00 00793 0012 00224 -4014.18244 1.00000 1.00000 0 0 0
    4.00 00794 0012 00228 -4013.15921 1.00000 1.00000 0 0 0
    4.00 00795 0011 00237 -4049.78597 1.00000 1.00000 0 0 0
    4.00 00796 0011 00241 -4046.08220 1.00000 1.00000 0 0 0
    4.00 00797 0011 00247 -4038.75831 1.00000 1.00000 0 0 0
    4.00 00798 0011 00242 -4059.00749 1.00000 1.00000 0 0 0
    4.00 00799 0012 00233 -4052.33757 1.00000 1.00000 0 0 0
    4.00 00800 0014 00225 -4099.18345 1.00000 1.00000 0 0 0
    4.00 00801 0013 00234 -4049.63849 1.00000 1.00000 0 0 0
    4.00 00802 0012 00234 -4004.05893 1.00000 1.00000 0 0 0
    4.00 00803 0012 00232 -3994.36835 1.00000 1.00000 0 0 0
    4.00 00804 0013 00235 -3976.58093 1.00000 1.00000 0 0 0
    4.00 00805 0013 00251 -4056.53876 1.00000 1.00000 0 0 0
    4.00 00806 0012 00245 -4112.97607 1.00000 1.00000 0 0 0
    4.00 00807 0013 00248 -4060.03199 1.00000 1.00000 0 0 0
    4.00 00808 0014 00246 -4053.07902 1.00000 1.00000 0 0 0
    4.00 00809 0013 00225 -3923.42656 1.00000 1.00000 0 0 0
    4.00 00810 0012 00222 -4021.43018 1.00000 1.00000 0 0 0
    4.00 00811 0014 00235 -4005.02432 1.00000 1.00000 0 0 0
    4.00 00812 0014 00228 -4052.55989 1.00000 1.00000 0 0 0
    4.00 00813 0012 00227 -4044.76868 1.00000 1.00000 0 0 0
    4.00 00814 0012 00229 -4076.58526 1.00000 1.00000 0 0 0
    4.00 00815 0012 00238 -4111.13631 1.00000 1.00000 0 0 0
    4.00 00816 0012 00228 -4010.12524 1.00000 1.00000 0 0 0
    4.00 00817 0013 00233 -4037.62984 1.00000 1.00000 0 0 0
    4.00 00818 0013 00232 -4016.52122 1.00000 1.00000 0 0 0
    4.00 00819 0013 00224 -3981.37612 1.00000 1.00000 0 0 0
    4.00 00820 0013 00232 -4059.12193 1.00000 1.00000 0 0 0
    4.00 00821 0013 00238 -4057.45143 1.00000 1.00000 0 0 0
    4.00 00822 0012 00238 -4044.36703 1.00000 1.00000 0 0 0
    4.00 00823 0011 00243 -4079.22772 1.00000 1.00000 0 0 0
    4.00 00824 0011 00237 -4083.40149 1.00000 1.00000 0 0 0
    4.00 00825 0012 00223 -3971.04340 1.00000 1.00000 0 0 0
    4.00 00826 0011 00241 -3995.24729 1.00000 1.00000 0 0 0
    4.00 00827 0010 00219 -3937.12552 1.00000 1.00000 0 0 0
    4.00 00828 0010 00223 -3947.62718 1.00000 1.00000 0 0 0
    4.00 00829 0011 00237 -4059.33398 1.00000 1.00000 0 0 0
    4.00 00830 0011 00237 -4081.78183 1.00000 1.00000 0 0 0
    4.00 00831 0011 00234 -3976.84561 1.00000 1.00000 0 0 0
    4.00 00832 0010 00234 -3997.88781 1.00000 1.00000 0 0 0
    4.00 00833 0011 00230 -3980.28821 1.00000 1.00000 0 0 0
    4.00 00834 0012 00230 -3974.40828 1.00000 1.00000 0 0 0
    4.00 00835 0013 00220 -3967.99105 1.00000 1.00000 0 0 0
    4.00 00836 0012 00226 -3954.30447 1.00000 1.00000 0 0 0
    4.00 00837 0012 00228 -4047.04070 1.00000 1.00000 0 0 0
    4.00 00838 0013 00232 -4009.24659 1.00000 1.00000 0 0 0
    4.00 00839 0010 00230 -4004.66493 1.00000 1.00000 0 0 0
    4.00 00840 0011 00234 -4036.45230 1.00000 1.00000 0 0 0
    4.00 00841 0011 00223 -3991.19319 1.00000 1.00000 0 0 0
    4.00 00842 0014 00228 -4011.35482 1.00000 1.00000 0 0 0
    4.00 00843 0014 00223 -3960.43750 1.00000 1.00000 0 0 0
    4.00 00844 0011 00221 -3930.96667 1.00000 1.00000 0 0 0
    4.00 00845 0011 00231 -3997.18156 1.00000 1.00000 0 0 0
    4.00 00846 0009 00221 -3942.33275 1.00000 1.00000 0 0 0
    4.00 00847 0009 00221 -3941.80060 1.00000 1.00000 0 0 0
    4.00 00848 0011 00223 -3954.16981 1.00000 1.00000 0 0 0
    4.00 00849 0013 00226 -4006.40708 1.00000 1.00000 0 0 0
    4.00 00850 0010 00229 -4009.30213 1.00000 1.00000 0 0 0
    4.00 00851 0010 00221 -3957.11762 1.00000 1.00000 0 0 0
    4.00 00852 0010 00232 -4003.83158 1.00000 1.00000 0 0 0
    4.00 00853 0011 00235 -4033.95367 1.00000 1.00000 0 0 0
    4.00 00854 0010 00235 -3991.78251 1.00000 1.00000 0 0 0
    4.00 00855 0010 00237 -3961.74940 1.00000 1.00000 0 0 0
    4.00 00856 0010 00236 -3938.25075 1.00000 1.00000 0 0 0
    4.00 00857 0012 00235 -3964.77626 1.00000 1.00000 0 0 0
    4.00 00858 0011 00241 -4050.71999 1.00000 1.00000 0 0 0
    4.00 00859 0011 00244 -4064.04612 1.00000 1.00000 0 0 0
    4.00 00860 0012 00234 -4027.28228 1.00000 1.00000 0 0 0
    4.00 00861 0013 00233 -4017.20396 1.00000 1.00000 0 0 0
    4.00 00862 0013 00226 -3954.67162 1.00000 1.00000 0 0 0
    4.00 00863 0011 00209 -3913.09752 1.00000 1.00000 0 0 0
    4.00 00864 0010 00229 -3980.46924 1.00000 1.00000 0 0 0
    4.00 00865 0010 00209 -3887.15776 1.00000 1.00000 0 0 0
    4.00 00866 0013 00229 -3983.48883 1.00000 1.00000 0 0 0
    4.00 00867 0015 00225 -4054.08250 1.00000 1.00000 0 0 0
    4.00 00868 0015 00235 -4071.46794 1.00000 1.00000 0 0 0
    4.00 00869 0016 00237 -4061.68789 1.00000 1.00000 0 0 0
    4.00 00870 0015 00242 -4085.06536 1.00000 1.00000 0 0 0
    4.00 00871 0016 00262 -4171.74990 1.00000 1.00000 0 0 0
    4.00 00872 0016 00249 -4097.43290 1.00000 1.00000 0 0 0
    4.00 00873 0013 00230 -4035.62844 1.00000 1.00000 0 0 0
    4.00 00874 0011 00229 -4027.38849 1.00000 1.00000 0 0 0
    4.00 00875 0010 00239 -4022.98642 1.00000 1.00000 0 0 0
    4.00 00876 0011 00247 -4050.60061 1.00000 1.00000 0 0 0
    4.00 00877 0011 00240 -4044.72102 1.00000 1.00000 0 0 0
    4.00 00878 0012 00246 -4123.43535 1.00000 1.00000 0 0 0
    4.00 00879 0010 00251 -4120.41488 1.00000 1.00000 0 0 0
    4.00 00880 0010 00241 -4109.80011 1.00000 1.00000 0 0 0
    4.00 00881 0011 00238 -4045.52359 1.00000 1.00000 0 0 0
    4.00 00882 0012 00231 -3994.80903 1.00000 1.00000 0 0 0
    4.00 00883 0010 00245 -4087.84064 1.00000 1.00000 0 0 0
    4.00 00884 0011 00242 -4056.67057 1.00000 1.00000 0 0 0
    4.00 00885 0011 00230 -3988.85969 1.00000 1.00000 0 0 0
    4.00 00886 0011 00233 -4046.92917 1.00000 1.00000 0 0 0
    4.00 00887 0011 00238 -4045.33021 1.00000 1.00000 0 0 0
    4.00 00888 0011 00232 -4018.82506 1.00000 1.00000 0 0 0
    4.00 00889 0010 00247 -4038.83590 1.00000 1.00000 0 0 0
    4.00 00890 0011 00234 -3950.52958 1.00000 1.00000 0 0 0
    4.00 00891 0011 00229 -3999.36863 1.00000 1.00000 0 0 0
    4.00 00892 0010 00239 -4005.53600 1.00000 1.00000 0 0 0
    4.00 00893 0010 00241 -4009.54782 1.00000 1.00000 0 0 0
    4.00 00894 0010 00227 -3963.77676 1.00000 1.00000 0 0 0
    4.00 00895 0013 00239 -4029.63837 1.00000 1.00000 0 0 0
    4.00 00896 0010 00234 -4019.74973 1.00000 1.00000 0 0 0
    4.00 00897 0011 00232 -3997.80370 1.00000 1.00000 0 0 0
    4.00 00898 0010 00227 -4000.00752 1.00000 1.00000 0 0 0
    4.00 00899 0011 00232 -4077.51344 1.00000 1.00000 0 0 0
    4.00 00900 0011 00229 -4000.12097 1.00000 1.00000 0 0 0
    4.00 00901 0013 00241 -4108.18481 1.00000 1.00000 0 0 0
    4.00 00902 0012 00236 -4055.17835 1.00000 1.00000 0 0 0
    4.00 00903 0015 00232 -4069.89853 1.00000 1.00000 0 0 0
    4.00 00904 0015 00236 -4081.26100 1.00000 1.00000 0 0 0
    5.00 00905 0014 00226 -4007.38721 1.00000 1.00000 0 0 0
    5.00 00906 0013 00207 -3952.21093 1.00000 1.00000 0 0 0
    5.00 00907 0012 00215 -3951.80673 1.00000 1.00000 0 0 0
    5.00 00908 0013 00241 -4068.92309 1.00000 1.00000 0 0 0
    5.00 00909 0012 00234 -3993.67022 1.00000 1.00000 0 0 0
    5.00 00910 0013 00224 -3965.84018 1.00000 1.00000 0 0 0
    5.00 00911 0014 00213 -3930.05826 1.00000 1.00000 0 0 0
    5.00 00912 0012 00218 -3899.63049 1.00000 1.00000 0 0 0
    5.00 00913 0013 00230 -3906.32373 1.00000 1.00000 0 0 0
    5.00 00914 0012 00238 -3999.44559 1.00000 1.00000 0 0 0
    5.00 00915 0012 00221 -3943.51379 1.00000 1.00000 0 0 0
    5.00 00916 0012 00231 -3973.93331 1.00000 1.00000 0 0 0
    5.00 00917 0011 00223 -4010.09535 1.00000 1.00000 0 0 0
    5.00 00918 0013 00232 -4064.24859 1.00000 1.00000 0 0 0
    5.00 00919 0012 00228 -4066.89745 1.00000 1.00000 0 0 0
    5.00 00920 0013 00257 -4193.20524 1.00000 1.00000 0 0 0
    5.00 00921 0013 00242 -4150.57163 1.00000 1.00000 0 0 0
    5.00 00922 0015 00227 -4063.55155 1.00000 1.00000 0 0 0
    5.00 00923 0014 00232 -4080.08476 1.00000 1.00000 0 0 0
    5.00 00924 0011 00239 -4078.53566 1.00000 1.00000 0 0 0
    5.00 00925 0012 00231 -4009.75997 1.00000 1.00000 0 0 0
    5.00 00926 0011 00227 -4038.24750 1.00000 1.00000 0 0 0
    5.00 00927 0013 00233 -4088.49019 1.00000 1.00000 0 0 0
    5.00 00928 0013 00237 -4061.84883 1.00000 1.00000 0 0 0
    5.00 00929 0015 00219 -3952.18693 1.00000 1.00000 0 0 0
    5.00 00930 0012 00219 -3952.12784 1.00000 1.00000 0 0 0
    5.00 00931 0013 00230 -4024.80394 1.00000 1.00000 0 0 0
    5.00 00932 0013 00231 -4020.70392 1.00000 1.00000 0 0 0
    5.00 00933 0014 00224 -4027.72646 1.00000 1.00000 0 0 0
    5.00 00934 0012 00226 -4022.34947 1.00000 1.00000 0 0 0
    5.00 00935 0013 00234 -4071.99604 1.00000 1.00000 0 0 0
    5.00 00936 0013 00237 -4082.56986 1.00000 1.00000 0 0 0
    5.00 00937 0013 00237 -4036.31861 1.00000 1.00000 0 0 0
    5.00 00938 0012 00236 -4101.44620 1.00000 1.00000 0 0 0
    5.00 00939 0013 00238 -4096.40125 1.00000 1.00000 0 0 0
    5.00 00940 0012 00227 -4040.18563 1.00000 1.00000 0 0 0
    5.00 00941 0013 00228 -4053.02051 1.00000 1.00000 0 0 0
    5.00 00942 0011 00237 -4130.41392 1.00000 1.00000 0 0 0
    5.00 00943 0012 00237 -4099.60938 1.00000 1.00000 0 0 0
    5.00 00944 0015 00223 -4057.35500 1.00000 1.00000 0 0 0
    5.00 00945 0015 00233 -4094.73231 1.00000 1.00000 0 0 0
    5.00 00946 0012 00218 -4011.29029 1.00000 1.00000 0 0 0
    5.00 00947 0013 00236 -4087.17589 1.00000 1.00000 0 0 0
    5.00 00948 0013 00244 -4106.04005 1.00000 1.00000 0 0 0
    5.00 00949 0012 00234 -4069.14178 1.00000 1.00000 0 0 0
    5.00 00950 0014 00235 -4102.59012 1.00000 1.00000 0 0 0
    5.00 00951 0014 00241 -4078.54632 1.00000 1.00000 0 0 0
    5.00 00952 0013 00246 -4161.21677 1.00000 1.00000 0 0 0
    5.00 00953 0015 00243 -4096.28311 1.00000 1.00000 0 0 0
    5.00 00954 0014 00230 -4061.81042 1.00000 1.00000 0 0 0
    5.00 00955 0016 00237 -3990.99669 1.00000 1.00000 0 0 0
    5.00 00956 0013 00237 -4036.13549 1.00000 1.00000 0 0 0
    5.00 00957 0013 00232 -4033.00326 1.00000 1.00000 0 0 0
    5.00 00958 0014 00228 -3999.44965 1.00000 1.00000 0 0 0
    5.00 00959 0012 00234 -4003.09402 1.00000 1.00000 0 0 0
    5.00 00960 0014 00242 -4040.02060 1.00000 1.00000 0 0 0
    5.00 00961 0014 00242 -4075.34377 1.00000 1.00000 0 0 0
    5.00 00962 0013 00244 -4118.42590 1.00000 1.00000 0 0 0
    5.00 00963 0014 00239 -4064.99589 1.00000 1.00000 0 0 0
    5.00 00964 0013 00245 -4047.46005 1.00000 1.00000 0 0 0
    5.00 00965 0012 00235 -3989.46507 1.00000 1.00000 0 0 0
    5.00 00966 0012 00232 -3982.02367 1.00000 1.00000 0 0 0
    5.00 00967 0012 00221 -4032.51723 1.00000 1.00000 0 0 0
    5.00 00968 0016 00231 -4016.21084 1.00000 1.00000 0 0 0
    5.00 00969 0015 00239 -4123.74847 1.00000 1.00000 0 0 0
    5.00 00970 0013 00246 -4109.64157 1.00000 1.00000 0 0 0
    5.00 00971 0013 00236 -4071.16037 1.00000 1.00000 0 0 0
    5.00 00972 0013 00227 -4028.50771 1.00000 1.00000 0 0 0
    5.00 00973 0012 00231 -4013.03004 1.00000 1.00000 0 0 0
    5.00 00974 0011 00229 -4005.39316 1.00000 1.00000 0 0 0
    5.00 00975 0012 00229 -3983.27869 1.00000 1.00000 0 0 0
    5.00 00976 0013 00227 -3959.94819 1.00000 1.00000 0 0 0
    5.00 00977 0012 00231 -4040.46652 1.00000 1.00000 0 0 0
    5.00 00978 0012 00236 -4024.80600 1.00000 1.00000 0 0 0
    5.00 00979 0012 00228 -4017.92875 1.00000 1.00000 0 0 0
    5.00 00980 0013 00228 -4003.34016 1.00000 1.00000 0 0 0
    5.00 00981 0014 00225 -3972.82371 1.00000 1.00000 0 0 0
    5.00 00982 0014 00226 -3989.89739 1.00000 1.00000 0 0 0
    5.00 00983 0014 00226 -3998.20837 1.00000 1.00000 0 0 0
    5.00 00984 0014 00237 -4061.12884 1.00000 1.00000 0 0 0
    5.00 00985 0015 00234 -4121.92558 1.00000 1.00000 0 0 0
    5.00 00986 0012 00232 -4082.06362 1.00000 1.00000 0 0 0
    5.00 00987 0012 00220 -3969.67119 1.00000 1.00000 0 0 0
    5.00 00988 0013 00231 -3994.00979 1.00000 1.00000 0 0 0
    5.00 00989 0013 00239 -4047.37534 1.00000 1.00000 0 0 0
    5.00 00990 0012 00229 -3970.58617 1.00000 1.00000 0 0 0
    5.00 00991 0015 00226 -3992.62126 1.00000 1.00000 0 0 0
    5.00 00992 0014 00219 -3937.19419 1.00000 1.00000 0 0 0
    5.00 00993 0015 00223 -3967.29508 1.00000 1.00000 0 0 0
    5.00 00994 0011 00217 -3901.90709 1.00000 1.00000 0 0 0
    5.00 00995 0011 00215 -3950.09556 1.00000 1.00000 0 0 0
    5.00 00996 0012 00216 -3941.18768 1.00000 1.00000 0 0 0
    5.00 00997 0014 00232 -4024.88628 1.00000 1.00000 0 0 0
    5.00 00998 0014 00232 -4028.50781 1.00000 1.00000 0 0 0
    5.00 00999 0014 00235 -4079.00211 1.00000 1.00000 0 0 0
